,tid,userId,fid,typeId,domainId,topicId,nickName,subject,content,dateline,ip,stateInfo,traceInfo,processInfo,hasReported,favNum,forumName,typeName,domainName,sourceName,answerId,answerContent,answerDateline,answerOrganization,userType,threadState,publicAttachment,userFavStatus,grade,gradeLevel,gradeManner,gradeSpeed,trashRecheckState,attachment,threadsCheckTime,from,shisiwu,date
6,14064083,6473645,555,6,12.0,116,小***,寻求帮助,母亲患小细胞肺癌，医生给的治疗方案是化疗+免疫同步进行，免疫药英飞凡总部在上海，目前湖北已断药一周，<label style='col...,1649410861,223.104.122.*,待回复,待回复,未交办,0,0,上海市委书记李强,求助,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1649489789, 北京市,False,2022-04-08
7,14064082,1944858,555,2,5.0,0,夏***,退订酒店消费的问题,因个人住宿需要在智行app（上海蒜芽信息科技有限公司）订购酒店，app提示订购成功，也有短信通知，后智行联系我明确说明无法提供入住，经...,1649410857,125.75.239.*,待回复,待回复,未交办,0,0,上海市委书记李强,投诉,旅游,客户端,,,,,0,1,0.0,,,,,,0,1,1649514160, 甘肃省 陇南市,False,2022-04-08
8,14063577,2726511,969,5,2.0,116,y***,希望能参加志愿活动,领导您好，我是安徽六安的一名退伍军人，共产党员，在这个特殊时期，我想出一点力，做一些力所能及的事情，我在上海松江九亭,1649408283,39.144.105.*,待回复,待回复,未交办,0,0,松江区委书记程向民,建言,政务,客户端,,,,,0,1,,,,,,,0,0,1649489789, 北京市,False,2022-04-08
9,14062633,6472807,555,5,1.0,116,站***,请关注非商品房产权住户、居民的物资配送问题,"上海存在不同类型的出租房、居住房。
传统商品房由居委会管理，疫情期间居委会可阻止人力进行社区管理、物资配送。
但是对于长租公寓、商业公...",1649403924,117.143.160.*,已办理,已办理,未交办,0,0,上海市委书记李强,建言,治安,手机浏览器,,,,,0,1,,,,,,,0,0,1649489789, 上海市,False,2022-04-08
0,14062458,3477161,555,5,10.0,116,为***,对外地援沪医疗队表示感谢的建议,最近这段时间上海疫情复杂严峻，从3月28日开始，各省、自治区、直辖市和人民解放军、武警部队都派医疗队来<label style='co...,1649403006,183.193.146.*,已办理,已办理,未交办,0,0,上海市委书记李强,建言,文娱,客户端,,,,,0,1,,,,,,,0,0,1649489789, 上海市,False,2022-04-08
1,14062338,3406308,1111,5,6.0,0,小***,建议书记关注莱山公交线网布局,"4.莱山区核心区域缺少核心公交场站，尤其是上海滩花园场站容量过小，远不能适应附近新兴小区客流增长的需要。

就以上问题，本人有以下建议...",1649402569,223.97.54.*,办理中,待回复,线上交办,0,0,烟台市委书记傅明先,建言,交通,PC浏览器,,,,,0,1,,,,,,,0,0,1649518121, 北京市,False,2022-04-08
2,14061231,6471886,4700,5,11.0,0,q***,建议调整天府英才计划范围,部分不符合该等条件的人士可能实质上符合该政策本意（拿上海来说，只要清华北大本科即可落户），如一位哈佛/北大本科学历因专业原因不必继续读...,1649396966,117.172.29.*,办理中,待回复,线下交办,0,0,天府新区党工委书记,建言,就业,客户端,,,,,0,1,,,,,,,0,0,1649518121, 四川省 成都市,False,2022-04-08
3,14061081,6226132,790,2,7.0,0,t***,装修垃圾清运费,你好区长，我是西青区大明道华城景苑盛和嘉园三期业主，我是在2015年8月31日收的房当时交了装修垃圾清运费531.4元，但2018年5月1日新来的上海...,1649396150,111.31.19.*,待回复,待回复,未交办,0,0,西青区区长殷学武,投诉,城建,手机浏览器,,,,,0,1,,,,,,,0,0,1649517339, 天津市,False,2022-04-08
4,14060148,6471117,778,6,4.0,0,惊***,南开区舒适堡健身停业后会员费用没地退,"领导您好：
本人与21年11月份在舒适堡健身 南开东马路店续费健身年卡 金额3000元 还未使用就被告知健身房退出天津市场
上海总部统...",1649391357,218.69.133.*,待回复,待回复,未交办,0,0,南开区区长孙剑楠,求助,企业,PC浏览器,,,,,0,1,,,,,,,0,0,1649516623, 天津市,False,2022-04-08
5,14059984,4903575,544,9,7.0,0,刘***,工资已经发了,我本人于年前发布的河北雄安新区雄东安置区上海宝冶欠工资的事，工资已经全部发放完毕。由于存在误解，本人回复不满意，特此证明已经了结，很满...,1649390421,27.128.55.*,待回复,待回复,未交办,0,0,河北省省长王正谱,感谢,城建,客户端,,,,,0,1,,,,,,,0,0,1649491460, 河北省 石家庄市,False,2022-04-08
6,14059096,4339189,539,5,6.0,0,地***,建议宣传废止地铁电扶梯左行右立等3条建议,"且上海、重庆等城市均已取消左行右立。
2、建议加强对地铁安检人员的宣传，对孕妇建议不要使用手持安检器扫描。有些安检人员扫描动作太大，很...",1649386964,124.127.144.*,办理中,待回复,线下交办,0,0,北京市委书记蔡奇,建言,交通,PC浏览器,,,,,0,1,,,,,,,0,0,1649491022, 北京市,False,2022-04-08
7,14058616,6438395,555,6,14.0,0,温***,不予退款,"尊敬的领导
    您好
    我于2021年的11月份，报名掌门优课（上海掌小门教育科技有限公司）的高三物理敏思春季系统班和寒假敏...",1649385372,183.202.13.*,待回复,待回复,未交办,0,0,上海市委书记李强,求助,教育,客户端,,,,,0,1,0.0,,,,,,0,1,1649409566, 山西省 运城市,False,2022-04-08
8,14058298,1555344,2542,6,7.0,0,机***,求助,尊敬的领导，我于2021年6月租赁一台轮式挖掘机给中铁上海局龙洞堡外环路一标用于人行道建设，期间产生租赁费用6000元。租用方答应年前...,1649384155,106.108.33.*,已办理,已办理,未交办,0,0,南明区委书记,求助,城建,客户端,,,,,0,1,,,,,,,0,0,1649566449, 广东省 广州市,False,2022-04-08
9,14055663,5666904,4440,6,13.0,0,t***,繁华大道与上海路交叉口无遮挡噪音太大,繁华大道与上海路交叉口夜间渣土车和各类重型卡车特别繁多，噪音极大！,1649356382,112.32.71.*,待回复,待回复,未交办,0,2,包河区委书记,求助,环保,客户端,,,,,0,1,1.0,,,,,,0,1,1649563991, 上海市,False,2022-04-07
0,14054097,3980336,1030,2,7.0,0,W***,关镇河边开荒种菜,上海路和龙川路交叉口东南角700米左右，关镇河西侧，有不少人在这里开荒种菜，个别人甚至用围挡挡住菜园，不给游人靠近。经常看到一辆鸿鹤保...,1649339518,183.160.49.*,待回复,待回复,未交办,0,0,合肥市市长罗云峰,投诉,城建,客户端,,,,,0,1,,,,,,,0,0,1649487848, 安徽省 合肥市,False,2022-04-07
1,14050974,5483027,1217,1,7.0,0,W***,广州何时施行商业贷款转公积金贷款业务,咨询相关部门却只得到广州市暂不支持商转公的回复，目前四大一线城市中，除广州外，深圳上海北京均支持商转公，因此从操作层面来说是有据可依的...,1649322584,119.129.58.*,待回复,待回复,未交办,0,0,广州市委书记林克庆,咨询,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1649486022, 广东省 广州市,False,2022-04-07
2,14047228,5617134,562,1,14.0,0,苏***,关于当下教育的几点建议,1，疫情当下，上海疫情还未平息，各地都存在疫情风险，为了有效的杜绝疫情在校园里传播的风险，建议除初三高三毕业班，其他学段继续采用202...,1649304640,39.144.38.*,待回复,待回复,未交办,0,1,安徽省省长王清宪,咨询,教育,客户端,,,,,0,1,,,,,,,0,0,1649404736, 北京市,False,2022-04-07
3,14047220,6464116,741,6,4.0,0,刘***,北京市英孚教育诱导消费者贷款消费，且拒绝退款,北京市英孚教育（中环世贸分校）（此机构属于上海英之界教育科技有限公司）诱导初入社会的我贷款消费。,1649304597,120.246.11.*,办理中,待回复,线下交办,0,1,朝阳区委书记王灏,求助,企业,客户端,,,,,0,1,0.0,,,,,,0,1,1649321779, 北京市,False,2022-04-07
4,14045670,1484673,555,6,12.0,0,W***,化疗需要用车,我爸爸应于昨天开始在上海胸科医院进行化疗流程，需要连续4天前往医院。我哥哥的私家车开不出通行证，居委会的车说只能保证透析和生孩子的病人...,1649298484,124.126.128.*,待回复,待回复,未交办,0,0,上海市委书记李强,求助,医疗,微信小程序,,,,,0,1,,,,,,,0,0,1649300545, 北京市,False,2022-04-07
5,14041970,3780502,1060,5,14.0,0,2***,建议宣城部分考试推迟进行,从地理位置上来说，宣城的隔壁芜湖还处于中高风险地区，另外由于宣城比较靠近上海，考试造成的人员流动可能会使得疫情更加严重。,1649257142,120.242.105.*,办理中,待回复,线下交办,0,0,宣城市市长何淳宽,建言,教育,PC浏览器,,,,,0,1,,,,,,,0,0,1649313101, 北京市,False,2022-04-06
6,14041164,6460915,965,1,7.0,0,粗***,青客公寓退还押金,我于2019年10月在嘉定区永盛公寓10号楼1xx室租单身公寓一套，12月退房，退房后有4500元押金未退还，我人在新疆，本来就是带父亲去上海</la...,1649253462,117.190.94.*,待回复,待回复,未交办,0,0,嘉定区委书记陆方舟,咨询,城建,手机浏览器,,,,,0,1,,,,,,,0,0,1649377727, 新疆维吾尔自治区,False,2022-04-06
7,14037189,6458893,569,5,6.0,0,小***,鹿邑县的百万群众需要铁路,我是周口市鹿邑县人，从咱们《河南省“十四五”规划纲要》中看到要修建“银川经洛阳郑州至上海”的铁路。,1649232421,60.174.80.*,待回复,待回复,未交办,0,0,河南省委书记楼阳生,建言,交通,PC浏览器,,,,,0,1,,,,,,,0,0,1649387699, 安徽省 亳州市,False,2022-04-06
8,14036753,5662233,743,6,14.0,0,融***,请求退费,我是上海的居民张先生，我女儿在2021年7月份与某教育科技集团签订了出国留学服务合同。合同金额7.5万元，至今未提供服务。,1649230414,101.229.2.*,待回复,待回复,未交办,0,0,海淀区委书记于军,求助,教育,客户端,,,,,0,1,0.0,,,,,,0,1,1649406068, 上海市,False,2022-04-06
9,14035232,2587703,963,6,11.0,0,奋***,以疫情为由，拖欠工资半个多月，求助政府,我于2021年8月底与上海市利多羊文化有限公司签订兼职协议，上门陪读。本来每月20号发工资，如今2月份的工资，4月了都没发。疫情在家，...,1649222559,101.229.116.*,待回复,待回复,未交办,0,4,闵行区委书记陈宇剑,求助,就业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1649323313, 上海市,False,2022-04-06
0,14035086,6446048,972,6,2.0,0,W***,革命英雄认定,我的爷爷朱*松，现属上海市金山区枫泾镇人，证明身份的材料遗失，现在只有村志上有记载抗日名将朱*松字样，希望金山民政部给与革命英雄认定，...,1649221823,27.159.66.*,待回复,待回复,未交办,0,0,金山区区长李泽龙,求助,政务,微信小程序,,,,,0,1,,,,,,,0,0,1649323313, 福建省 莆田市,False,2022-04-06
1,14034918,2861199,2402,2,7.0,0,乱***,上海映象车位问题,现在车位已经可以停车了，但是和之前购买的时候不一样。一个车位被分成了两个，并且有的占用了消防通道。之前开发的时候没有的车位现在也有车位了。找到售楼部并不解决无人管问。,1649220995,61.158.146.*,办理中,待回复,线下交办,0,0,卫东区委书记,投诉,城建,客户端,,,,,0,1,0.0,,,,,,0,1,1649329791, 河南省 开封市,False,2022-04-06
2,14034460,6454626,967,6,11.0,0,a***,工资拖欠求助解决,我于2022年3月21日入职上海沂申安保公司，法人卓*虎。公司把安排在上海</lab...,1649218424,39.144.44.*,待回复,待回复,未交办,0,1,浦东新区区委书记朱芝松,求助,就业,客户端,,,,,0,1,,,,,,,0,0,1649323313, 北京市,False,2022-04-06
3,14034324,6441121,539,6,14.0,0,l***,长期在京工作的非京籍子女高考问题,如鲠在喉的问题，期待北京市领导能切实考虑，并能尽快实施，比如扩大积分落户的规模，比如参照上海模式出台积分制政策，让外地孩子参加普通高考...,1649217741,111.201.130.*,办理中,待回复,线下交办,0,8,北京市委书记蔡奇,求助,教育,PC浏览器,,,,,0,1,,,,,,,0,0,1649226483, 北京市,False,2022-04-06
4,14034178,2613828,555,5,2.0,116,W***,疫情防控工作的建议,目前上海市的疫情防控工作中，基层工作人员、管理干部面临人手短缺、工作强度大，内心压力大等困难，建议能统筹安排具备基层管理经验、协调能力...,1649217036,124.127.214.*,已办理,已办理,未交办,0,0,上海市委书记李强,建言,政务,微信小程序,,,,,0,1,,,,,,,0,0,1649222864, 北京市,False,2022-04-06
5,14033922,4484906,1135,6,2.0,0,W***,社区以没有租房合同拒绝接收党组织关系,我现在人在上海出差，学校老师让我想办法赶紧把这件解决，再不解决就面临退党。我没有办法，想求助领导，看能不能给解决了，万分感谢,1649215802,101.229.2.*,办理中,待回复,线上交办,0,1,郑州市委书记安伟,求助,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1649329791, 上海市,False,2022-04-06
6,14033845,3423161,1039,5,6.0,0,砀***,淮北到砀山高速,砀山人民要是南下南京上海方向还得绕道盐洛高速、出行不够便捷、急需一条直达淮北市区方向的高速公路！,1649215448,183.167.111.*,已办理,已办理,未交办,0,1,淮北市委书记张永,建言,交通,手机浏览器,,,,,0,1,,,,,,,0,0,1649292206, 安徽省 淮北市,False,2022-04-06
7,14031331,6446048,556,2,6.0,0,W***,沪c号牌车辆不能进入上海市区,上海市目前还在执行的1999年政策，限制进入上海市区，比如市区的教育...,1649204276,222.186.150.*,已办理,已办理,未交办,0,0,上海市市长龚正,投诉,交通,微信小程序,,,,,0,1,,,,,,,0,0,1649231650, 江苏省 镇江市,False,2022-04-06
8,14029927,1641244,555,2,2.0,0,视***,上海车管所四个多月未上传成功私家车电子档案,1、请上海市车管所依职责上传沪C9U0**私家车电子档案；2、如不能上传沪C9U0**电子档案，依法要以《行政决定书》书面答复当事人。...,1649172730,223.153.19.*,待回复,待回复,未交办,0,0,上海市委书记李强,投诉,政务,客户端,,,,,0,1,0.0,,,,,,0,1,1649231650, 湖南省 岳阳市,False,2022-04-05
9,14029819,6454938,556,6,11.0,0,W***,老板拖欠工资,本人于2021年03月01日至2022年02月23日在上海逻昂电子科技有限公司从事外派驻厂工作，外派至长沙蓝思科技驻厂，目前以交接不完...,1649171594,121.227.251.*,待回复,待回复,未交办,0,0,上海市市长龚正,求助,就业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1649212606, 江苏省 苏州市,False,2022-04-05
0,14029381,4462569,562,6,2.0,0,H***,安徽啥时启动定向援助上海安徽老乡物资工作？,"兰陵已启动定向援助上海兰陵老乡工作，
我们安徽啥时启动？我孩子在上海...",1649167972,114.96.173.*,待回复,待回复,未交办,0,1,安徽省省长王清宪,求助,政务,客户端,,,,,0,1,,,,,,,0,0,1649223178, 安徽省 合肥市,False,2022-04-05
1,14028960,6454564,974,6,1.0,0,冷***,疫情期间手机掉了求助,领导您好，我是四川来支援上海修建隔离点的，现在正在青浦区蒸夏路1899号修建，在修建途中手机掉了，做不了核酸，还有支付宝，车贷都要逾期...,1649165268,117.136.119.*,待回复,待回复,未交办,0,0,青浦区区长杨小菁,求助,治安,手机浏览器,,,,,0,1,,,,,,,0,0,1649228871, 北京市,False,2022-04-05
2,14028438,2293018,1572,1,2.0,0,俺***,驾驶证实习期,本人在上海，如果没有回复就直接回家去学习考试了，这是第二次留言了，没人给解答。好多地方都公布自4月1号起实习期将全面取消，亳州也没有公...,1649161702,101.84.164.*,待回复,待回复,未交办,0,10,亳州市委书记杜延安,咨询,政务,微信小程序,,,,,0,1,0.0,,,,,,0,1,1649213580, 上海市,False,2022-04-05
